Voltage,Current,Species,Recording,replicate,Date,Venom,Set
-75,0.004272461,Gmouse,activation,2,Dec_29_17,No,40
-70,-0.00213623,Gmouse,activation,2,Dec_29_17,No,40
-65,-0.01159668,Gmouse,activation,2,Dec_29_17,No,40
-60,-0.023193359,Gmouse,activation,2,Dec_29_17,No,40
-55,-0.013122559,Gmouse,activation,2,Dec_29_17,No,40
-50,-0.046081543,Gmouse,activation,2,Dec_29_17,No,40
-45,-0.036010742,Gmouse,activation,2,Dec_29_17,No,40
-40,-0.024719238,Gmouse,activation,2,Dec_29_17,No,40
-35,-0.036315918,Gmouse,activation,2,Dec_29_17,No,40
-30,-0.017700195,Gmouse,activation,2,Dec_29_17,No,40
-25,-0.024414063,Gmouse,activation,2,Dec_29_17,No,40
-20,-0.073547363,Gmouse,activation,2,Dec_29_17,No,40
-15,-0.45715332,Gmouse,activation,2,Dec_29_17,No,40
-10,-2.057800293,Gmouse,activation,2,Dec_29_17,No,40
-5,-2.327270508,Gmouse,activation,2,Dec_29_17,No,40
0,-2.422180176,Gmouse,activation,2,Dec_29_17,No,40
5,-2.421264648,Gmouse,activation,2,Dec_29_17,No,40
10,-2.359008789,Gmouse,activation,2,Dec_29_17,No,40
15,-2.268981934,Gmouse,activation,2,Dec_29_17,No,40
20,-2.14630127,Gmouse,activation,2,Dec_29_17,No,40
25,-2.02545166,Gmouse,activation,2,Dec_29_17,No,40
30,-1.930847168,Gmouse,activation,2,Dec_29_17,No,40
35,-1.822814941,Gmouse,activation,2,Dec_29_17,No,40
40,-1.742858887,Gmouse,activation,2,Dec_29_17,No,40
45,-1.611022949,Gmouse,activation,2,Dec_29_17,No,40
50,-1.535339355,Gmouse,activation,2,Dec_29_17,No,40
55,-1.401672363,Gmouse,activation,2,Dec_29_17,No,40
60,-1.352539063,Gmouse,activation,2,Dec_29_17,No,40
65,-1.229553223,Gmouse,activation,2,Dec_29_17,No,40
70,-1.164550781,Gmouse,activation,2,Dec_29_17,No,40
75,-1.066894531,Gmouse,activation,2,Dec_29_17,No,40
80,-1.047363281,Gmouse,activation,2,Dec_29_17,No,40
85,-0.897216797,Gmouse,activation,2,Dec_29_17,No,40
90,-0.825195313,Gmouse,activation,2,Dec_29_17,No,40
-80,-0.02532959,Gmouse,activation,2,Dec_29_17,Yes,40
-75,-0.025024414,Gmouse,activation,2,Dec_29_17,Yes,40
-70,-0.018310547,Gmouse,activation,2,Dec_29_17,Yes,40
-65,-0.03112793,Gmouse,activation,2,Dec_29_17,Yes,40
-60,-0.040588379,Gmouse,activation,2,Dec_29_17,Yes,40
-55,-0.027770996,Gmouse,activation,2,Dec_29_17,Yes,40
-50,-0.054626465,Gmouse,activation,2,Dec_29_17,Yes,40
-45,-0.051574707,Gmouse,activation,2,Dec_29_17,Yes,40
-40,-0.096435547,Gmouse,activation,2,Dec_29_17,Yes,40
-35,-0.101928711,Gmouse,activation,2,Dec_29_17,Yes,40
-30,-0.168151855,Gmouse,activation,2,Dec_29_17,Yes,40
-25,-0.206298828,Gmouse,activation,2,Dec_29_17,Yes,40
-20,-0.309143066,Gmouse,activation,2,Dec_29_17,Yes,40
-15,-1.385192871,Gmouse,activation,2,Dec_29_17,Yes,40
-10,-2.170715332,Gmouse,activation,2,Dec_29_17,Yes,40
-5,-2.36114502,Gmouse,activation,2,Dec_29_17,Yes,40
0,-2.397460938,Gmouse,activation,2,Dec_29_17,Yes,40
5,-2.352905273,Gmouse,activation,2,Dec_29_17,Yes,40
10,-2.296447754,Gmouse,activation,2,Dec_29_17,Yes,40
15,-2.176208496,Gmouse,activation,2,Dec_29_17,Yes,40
20,-2.074890137,Gmouse,activation,2,Dec_29_17,Yes,40
25,-1.951293945,Gmouse,activation,2,Dec_29_17,Yes,40
30,-1.844177246,Gmouse,activation,2,Dec_29_17,Yes,40
35,-1.73034668,Gmouse,activation,2,Dec_29_17,Yes,40
40,-1.632385254,Gmouse,activation,2,Dec_29_17,Yes,40
45,-1.513366699,Gmouse,activation,2,Dec_29_17,Yes,40
50,-1.392822266,Gmouse,activation,2,Dec_29_17,Yes,40
55,-1.309814453,Gmouse,activation,2,Dec_29_17,Yes,40
60,-1.24420166,Gmouse,activation,2,Dec_29_17,Yes,40
65,-1.164550781,Gmouse,activation,2,Dec_29_17,Yes,40
70,-1.051330566,Gmouse,activation,2,Dec_29_17,Yes,40
75,-0.975341797,Gmouse,activation,2,Dec_29_17,Yes,40
80,-0.92590332,Gmouse,activation,2,Dec_29_17,Yes,40
85,-0.832824707,Gmouse,activation,2,Dec_29_17,Yes,40
90,-0.743103027,Gmouse,activation,2,Dec_29_17,Yes,40
-80,-0.027770996,Gmouse,activation,2,Dec_29_17,Late,40
-75,-0.033569336,Gmouse,activation,2,Dec_29_17,Late,40
-70,-0.012512207,Gmouse,activation,2,Dec_29_17,Late,40
-65,-0.02746582,Gmouse,activation,2,Dec_29_17,Late,40
-60,-0.04119873,Gmouse,activation,2,Dec_29_17,Late,40
-55,-0.042724609,Gmouse,activation,2,Dec_29_17,Late,40
-50,-0.032348633,Gmouse,activation,2,Dec_29_17,Late,40
-45,-0.067443848,Gmouse,activation,2,Dec_29_17,Late,40
-40,-0.076293945,Gmouse,activation,2,Dec_29_17,Late,40
-35,-0.131225586,Gmouse,activation,2,Dec_29_17,Late,40
-30,-0.179138184,Gmouse,activation,2,Dec_29_17,Late,40
-25,-0.22064209,Gmouse,activation,2,Dec_29_17,Late,40
-20,-0.369567871,Gmouse,activation,2,Dec_29_17,Late,40
-15,-1.595458984,Gmouse,activation,2,Dec_29_17,Late,40
-10,-2.093200684,Gmouse,activation,2,Dec_29_17,Late,40
-5,-2.257995605,Gmouse,activation,2,Dec_29_17,Late,40
0,-2.288818359,Gmouse,activation,2,Dec_29_17,Late,40
5,-2.265319824,Gmouse,activation,2,Dec_29_17,Late,40
10,-2.17956543,Gmouse,activation,2,Dec_29_17,Late,40
15,-2.132263184,Gmouse,activation,2,Dec_29_17,Late,40
20,-2.015686035,Gmouse,activation,2,Dec_29_17,Late,40
25,-1.876220703,Gmouse,activation,2,Dec_29_17,Late,40
30,-1.72088623,Gmouse,activation,2,Dec_29_17,Late,40
35,-1.631164551,Gmouse,activation,2,Dec_29_17,Late,40
40,-1.549072266,Gmouse,activation,2,Dec_29_17,Late,40
45,-1.403198242,Gmouse,activation,2,Dec_29_17,Late,40
50,-1.350402832,Gmouse,activation,2,Dec_29_17,Late,40
55,-1.222229004,Gmouse,activation,2,Dec_29_17,Late,40
60,-1.157531738,Gmouse,activation,2,Dec_29_17,Late,40
65,-1.085205078,Gmouse,activation,2,Dec_29_17,Late,40
70,-0.946655273,Gmouse,activation,2,Dec_29_17,Late,40
75,-0.909729004,Gmouse,activation,2,Dec_29_17,Late,40
80,-0.815124512,Gmouse,activation,2,Dec_29_17,Late,40
85,-0.737915039,Gmouse,activation,2,Dec_29_17,Late,40
90,-0.624084473,Gmouse,activation,2,Dec_29_17,Late,40
-80,-0.042419434,Di,activation,3,Dec_29_17,No,40
-75,-0.025634766,Di,activation,3,Dec_29_17,No,40
-70,-0.024719238,Di,activation,3,Dec_29_17,No,40
-65,-0.03692627,Di,activation,3,Dec_29_17,No,40
-60,-0.032958984,Di,activation,3,Dec_29_17,No,40
-55,-0.042724609,Di,activation,3,Dec_29_17,No,40
-50,-0.028381348,Di,activation,3,Dec_29_17,No,40
-45,-0.037536621,Di,activation,3,Dec_29_17,No,40
-40,-0.005187988,Di,activation,3,Dec_29_17,No,40
-35,-0.023803711,Di,activation,3,Dec_29_17,No,40
-30,-0.012512207,Di,activation,3,Dec_29_17,No,40
-25,-0.039367676,Di,activation,3,Dec_29_17,No,40
-20,-0.131835938,Di,activation,3,Dec_29_17,No,40
-15,-0.750427246,Di,activation,3,Dec_29_17,No,40
-10,-3.927001953,Di,activation,3,Dec_29_17,No,40
-5,-4.278564453,Di,activation,3,Dec_29_17,No,40
0,-4.360656738,Di,activation,3,Dec_29_17,No,40
5,-4.230651855,Di,activation,3,Dec_29_17,No,40
10,-4.080505371,Di,activation,3,Dec_29_17,No,40
15,-3.907470703,Di,activation,3,Dec_29_17,No,40
20,-3.745117188,Di,activation,3,Dec_29_17,No,40
25,-3.48236084,Di,activation,3,Dec_29_17,No,40
30,-3.332519531,Di,activation,3,Dec_29_17,No,40
35,-3.0859375,Di,activation,3,Dec_29_17,No,40
40,-2.945556641,Di,activation,3,Dec_29_17,No,40
45,-2.717895508,Di,activation,3,Dec_29_17,No,40
50,-2.500305176,Di,activation,3,Dec_29_17,No,40
55,-2.352905273,Di,activation,3,Dec_29_17,No,40
60,-2.206115723,Di,activation,3,Dec_29_17,No,40
65,-2.038879395,Di,activation,3,Dec_29_17,No,40
70,-1.90826416,Di,activation,3,Dec_29_17,No,40
75,-1.705627441,Di,activation,3,Dec_29_17,No,40
80,-1.520690918,Di,activation,3,Dec_29_17,No,40
85,-1.363830566,Di,activation,3,Dec_29_17,No,40
90,-1.200561523,Di,activation,3,Dec_29_17,No,40
-80,-0.019226074,Di,activation,3,Dec_29_17,Yes,40
-75,-0.047607422,Di,activation,3,Dec_29_17,Yes,40
-70,-0.008239746,Di,activation,3,Dec_29_17,Yes,40
-65,-0.015258789,Di,activation,3,Dec_29_17,Yes,40
-60,-0.02746582,Di,activation,3,Dec_29_17,Yes,40
-55,-0.047912598,Di,activation,3,Dec_29_17,Yes,40
-50,-0.025939941,Di,activation,3,Dec_29_17,Yes,40
-45,-0.061645508,Di,activation,3,Dec_29_17,Yes,40
-40,-0.101318359,Di,activation,3,Dec_29_17,Yes,40
-35,-0.145874023,Di,activation,3,Dec_29_17,Yes,40
-30,-0.21484375,Di,activation,3,Dec_29_17,Yes,40
-25,-0.303039551,Di,activation,3,Dec_29_17,Yes,40
-20,-0.499572754,Di,activation,3,Dec_29_17,Yes,40
-15,-2.378845215,Di,activation,3,Dec_29_17,Yes,40
-10,-3.866271973,Di,activation,3,Dec_29_17,Yes,40
-5,-4.039916992,Di,activation,3,Dec_29_17,Yes,40
0,-4.063110352,Di,activation,3,Dec_29_17,Yes,40
5,-3.948974609,Di,activation,3,Dec_29_17,Yes,40
10,-3.787841797,Di,activation,3,Dec_29_17,Yes,40
15,-3.579711914,Di,activation,3,Dec_29_17,Yes,40
20,-3.3984375,Di,activation,3,Dec_29_17,Yes,40
25,-3.186950684,Di,activation,3,Dec_29_17,Yes,40
30,-2.989807129,Di,activation,3,Dec_29_17,Yes,40
35,-2.802429199,Di,activation,3,Dec_29_17,Yes,40
40,-2.598876953,Di,activation,3,Dec_29_17,Yes,40
45,-2.409057617,Di,activation,3,Dec_29_17,Yes,40
50,-2.236022949,Di,activation,3,Dec_29_17,Yes,40
55,-2.047119141,Di,activation,3,Dec_29_17,Yes,40
60,-1.903686523,Di,activation,3,Dec_29_17,Yes,40
65,-1.75567627,Di,activation,3,Dec_29_17,Yes,40
70,-1.657104492,Di,activation,3,Dec_29_17,Yes,40
75,-1.497497559,Di,activation,3,Dec_29_17,Yes,40
80,-1.344299316,Di,activation,3,Dec_29_17,Yes,40
85,-1.162109375,Di,activation,3,Dec_29_17,Yes,40
90,-0.981750488,Di,activation,3,Dec_29_17,Yes,40
-80,-0.026855469,Di,activation,3,Dec_29_17,Late,40
-75,-0.033569336,Di,activation,3,Dec_29_17,Late,40
-70,-0.04699707,Di,activation,3,Dec_29_17,Late,40
-65,-0.024719238,Di,activation,3,Dec_29_17,Late,40
-60,-0.049438477,Di,activation,3,Dec_29_17,Late,40
-55,-0.059509277,Di,activation,3,Dec_29_17,Late,40
-50,-0.057678223,Di,activation,3,Dec_29_17,Late,40
-45,-0.068054199,Di,activation,3,Dec_29_17,Late,40
-40,-0.116882324,Di,activation,3,Dec_29_17,Late,40
-35,-0.16204834,Di,activation,3,Dec_29_17,Late,40
-30,-0.235290527,Di,activation,3,Dec_29_17,Late,40
-25,-0.364379883,Di,activation,3,Dec_29_17,Late,40
-20,-0.546569824,Di,activation,3,Dec_29_17,Late,40
-15,-2.519226074,Di,activation,3,Dec_29_17,Late,40
-10,-3.733825684,Di,activation,3,Dec_29_17,Late,40
-5,-3.911437988,Di,activation,3,Dec_29_17,Late,40
0,-3.899536133,Di,activation,3,Dec_29_17,Late,40
5,-3.760070801,Di,activation,3,Dec_29_17,Late,40
10,-3.571166992,Di,activation,3,Dec_29_17,Late,40
15,-3.413696289,Di,activation,3,Dec_29_17,Late,40
20,-3.193054199,Di,activation,3,Dec_29_17,Late,40
25,-3.00201416,Di,activation,3,Dec_29_17,Late,40
30,-2.798461914,Di,activation,3,Dec_29_17,Late,40
35,-2.606506348,Di,activation,3,Dec_29_17,Late,40
40,-2.399291992,Di,activation,3,Dec_29_17,Late,40
45,-2.223205566,Di,activation,3,Dec_29_17,Late,40
50,-2.066040039,Di,activation,3,Dec_29_17,Late,40
55,-1.929931641,Di,activation,3,Dec_29_17,Late,40
60,-1.74041748,Di,activation,3,Dec_29_17,Late,40
65,-1.587219238,Di,activation,3,Dec_29_17,Late,40
70,-1.471252441,Di,activation,3,Dec_29_17,Late,40
75,-1.282043457,Di,activation,3,Dec_29_17,Late,40
80,-1.125793457,Di,activation,3,Dec_29_17,Late,40
85,-0.899353027,Di,activation,3,Dec_29_17,Late,40
90,-0.773925781,Di,activation,3,Dec_29_17,Late,40
-80,-0.014038086,DiDiiiNC,activation,2,Dec_29_17,No,40
-75,-0.02532959,DiDiiiNC,activation,2,Dec_29_17,No,40
-70,-0.05279541,DiDiiiNC,activation,2,Dec_29_17,No,40
-65,-0.040893555,DiDiiiNC,activation,2,Dec_29_17,No,40
-60,-0.018005371,DiDiiiNC,activation,2,Dec_29_17,No,40
-55,-0.020141602,DiDiiiNC,activation,2,Dec_29_17,No,40
-50,-0.034484863,DiDiiiNC,activation,2,Dec_29_17,No,40
-45,-0.051574707,DiDiiiNC,activation,2,Dec_29_17,No,40
-40,-0.05065918,DiDiiiNC,activation,2,Dec_29_17,No,40
-35,-0.027770996,DiDiiiNC,activation,2,Dec_29_17,No,40
-30,-0.009765625,DiDiiiNC,activation,2,Dec_29_17,No,40
-25,-0.049133301,DiDiiiNC,activation,2,Dec_29_17,No,40
-20,-0.050964355,DiDiiiNC,activation,2,Dec_29_17,No,40
-15,-0.122680664,DiDiiiNC,activation,2,Dec_29_17,No,40
-10,-0.439147949,DiDiiiNC,activation,2,Dec_29_17,No,40
-5,-0.866699219,DiDiiiNC,activation,2,Dec_29_17,No,40
0,-1.069641113,DiDiiiNC,activation,2,Dec_29_17,No,40
5,-1.141967773,DiDiiiNC,activation,2,Dec_29_17,No,40
10,-1.150512695,DiDiiiNC,activation,2,Dec_29_17,No,40
15,-1.181640625,DiDiiiNC,activation,2,Dec_29_17,No,40
20,-1.096191406,DiDiiiNC,activation,2,Dec_29_17,No,40
25,-1.051635742,DiDiiiNC,activation,2,Dec_29_17,No,40
30,-0.996398926,DiDiiiNC,activation,2,Dec_29_17,No,40
35,-0.910949707,DiDiiiNC,activation,2,Dec_29_17,No,40
40,-0.859375,DiDiiiNC,activation,2,Dec_29_17,No,40
45,-0.845336914,DiDiiiNC,activation,2,Dec_29_17,No,40
50,-0.769042969,DiDiiiNC,activation,2,Dec_29_17,No,40
55,-0.684509277,DiDiiiNC,activation,2,Dec_29_17,No,40
60,-0.655517578,DiDiiiNC,activation,2,Dec_29_17,No,40
65,-0.653686523,DiDiiiNC,activation,2,Dec_29_17,No,40
70,-0.597839355,DiDiiiNC,activation,2,Dec_29_17,No,40
75,-0.553894043,DiDiiiNC,activation,2,Dec_29_17,No,40
80,-0.483093262,DiDiiiNC,activation,2,Dec_29_17,No,40
85,-0.458984375,DiDiiiNC,activation,2,Dec_29_17,No,40
90,-0.407409668,DiDiiiNC,activation,2,Dec_29_17,No,40
-80,-0.027770996,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-75,-0.017700195,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-70,-0.005187988,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-65,-0.027770996,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-60,-0.014953613,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-55,-0.010681152,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-50,-0.029907227,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-45,-0.024414063,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-40,-0.026245117,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-35,-0.025634766,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-30,-0.059814453,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-25,-0.074157715,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-20,-0.105895996,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-15,-0.171508789,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-10,-0.450134277,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-5,-0.793457031,DiDiiiNC,activation,2,Dec_29_17,Yes,40
0,-0.968933105,DiDiiiNC,activation,2,Dec_29_17,Yes,40
5,-0.979003906,DiDiiiNC,activation,2,Dec_29_17,Yes,40
10,-0.986022949,DiDiiiNC,activation,2,Dec_29_17,Yes,40
15,-0.947875977,DiDiiiNC,activation,2,Dec_29_17,Yes,40
20,-0.93963623,DiDiiiNC,activation,2,Dec_29_17,Yes,40
25,-0.876159668,DiDiiiNC,activation,2,Dec_29_17,Yes,40
30,-0.831604004,DiDiiiNC,activation,2,Dec_29_17,Yes,40
35,-0.748901367,DiDiiiNC,activation,2,Dec_29_17,Yes,40
40,-0.696105957,DiDiiiNC,activation,2,Dec_29_17,Yes,40
45,-0.614929199,DiDiiiNC,activation,2,Dec_29_17,Yes,40
50,-0.59173584,DiDiiiNC,activation,2,Dec_29_17,Yes,40
55,-0.542297363,DiDiiiNC,activation,2,Dec_29_17,Yes,40
60,-0.492858887,DiDiiiNC,activation,2,Dec_29_17,Yes,40
65,-0.44128418,DiDiiiNC,activation,2,Dec_29_17,Yes,40
70,-0.425109863,DiDiiiNC,activation,2,Dec_29_17,Yes,40
75,-0.396118164,DiDiiiNC,activation,2,Dec_29_17,Yes,40
80,-0.36529541,DiDiiiNC,activation,2,Dec_29_17,Yes,40
85,-0.319213867,DiDiiiNC,activation,2,Dec_29_17,Yes,40
90,-0.2734375,DiDiiiNC,activation,2,Dec_29_17,Yes,40
-80,-0.024719238,DiDiiiNC,activation,2,Dec_29_17,Late,40
-75,-0.007629395,DiDiiiNC,activation,2,Dec_29_17,Late,40
-70,-0.013122559,DiDiiiNC,activation,2,Dec_29_17,Late,40
-65,-0.014648438,DiDiiiNC,activation,2,Dec_29_17,Late,40
-60,-0.014038086,DiDiiiNC,activation,2,Dec_29_17,Late,40
-55,-0.021972656,DiDiiiNC,activation,2,Dec_29_17,Late,40
-50,-0.059204102,DiDiiiNC,activation,2,Dec_29_17,Late,40
-45,-0.045776367,DiDiiiNC,activation,2,Dec_29_17,Late,40
-40,-0.040588379,DiDiiiNC,activation,2,Dec_29_17,Late,40
-35,-0.05065918,DiDiiiNC,activation,2,Dec_29_17,Late,40
-30,-0.047607422,DiDiiiNC,activation,2,Dec_29_17,Late,40
-25,-0.068054199,DiDiiiNC,activation,2,Dec_29_17,Late,40
-20,-0.112915039,DiDiiiNC,activation,2,Dec_29_17,Late,40
-15,-0.174865723,DiDiiiNC,activation,2,Dec_29_17,Late,40
-10,-0.422058105,DiDiiiNC,activation,2,Dec_29_17,Late,40
-5,-0.71472168,DiDiiiNC,activation,2,Dec_29_17,Late,40
0,-0.885314941,DiDiiiNC,activation,2,Dec_29_17,Late,40
5,-0.986938477,DiDiiiNC,activation,2,Dec_29_17,Late,40
10,-0.975646973,DiDiiiNC,activation,2,Dec_29_17,Late,40
15,-0.92376709,DiDiiiNC,activation,2,Dec_29_17,Late,40
20,-0.888366699,DiDiiiNC,activation,2,Dec_29_17,Late,40
25,-0.830688477,DiDiiiNC,activation,2,Dec_29_17,Late,40
30,-0.769958496,DiDiiiNC,activation,2,Dec_29_17,Late,40
35,-0.704956055,DiDiiiNC,activation,2,Dec_29_17,Late,40
40,-0.666809082,DiDiiiNC,activation,2,Dec_29_17,Late,40
45,-0.626525879,DiDiiiNC,activation,2,Dec_29_17,Late,40
50,-0.559387207,DiDiiiNC,activation,2,Dec_29_17,Late,40
55,-0.500488281,DiDiiiNC,activation,2,Dec_29_17,Late,40
60,-0.454711914,DiDiiiNC,activation,2,Dec_29_17,Late,40
65,-0.397033691,DiDiiiNC,activation,2,Dec_29_17,Late,40
70,-0.361022949,DiDiiiNC,activation,2,Dec_29_17,Late,40
75,-0.33996582,DiDiiiNC,activation,2,Dec_29_17,Late,40
80,-0.293273926,DiDiiiNC,activation,2,Dec_29_17,Late,40
85,-0.259094238,DiDiiiNC,activation,2,Dec_29_17,Late,40
90,-0.227966309,DiDiiiNC,activation,2,Dec_29_17,Late,40
-80,-0.035095215,Gmouse,activation,3,Dec_29_17,No,40
-75,-0.026550293,Gmouse,activation,3,Dec_29_17,No,40
-70,-0.019226074,Gmouse,activation,3,Dec_29_17,No,40
-65,-0.014343262,Gmouse,activation,3,Dec_29_17,No,40
-60,-0.015869141,Gmouse,activation,3,Dec_29_17,No,40
-55,-0.028686523,Gmouse,activation,3,Dec_29_17,No,40
-50,-0.00579834,Gmouse,activation,3,Dec_29_17,No,40
-45,-0.007019043,Gmouse,activation,3,Dec_29_17,No,40
-40,-0.011901855,Gmouse,activation,3,Dec_29_17,No,40
-35,0.001220703,Gmouse,activation,3,Dec_29_17,No,40
-30,-0.033874512,Gmouse,activation,3,Dec_29_17,No,40
-25,-0.038146973,Gmouse,activation,3,Dec_29_17,No,40
-20,-0.112304688,Gmouse,activation,3,Dec_29_17,No,40
-15,-0.679321289,Gmouse,activation,3,Dec_29_17,No,40
-10,-3.815917969,Gmouse,activation,3,Dec_29_17,No,40
-5,-4.278869629,Gmouse,activation,3,Dec_29_17,No,40
0,-4.307250977,Gmouse,activation,3,Dec_29_17,No,40
5,-4.225769043,Gmouse,activation,3,Dec_29_17,No,40
10,-4.071960449,Gmouse,activation,3,Dec_29_17,No,40
15,-3.875427246,Gmouse,activation,3,Dec_29_17,No,40
20,-3.658447266,Gmouse,activation,3,Dec_29_17,No,40
25,-3.468322754,Gmouse,activation,3,Dec_29_17,No,40
30,-3.27331543,Gmouse,activation,3,Dec_29_17,No,40
35,-3.05480957,Gmouse,activation,3,Dec_29_17,No,40
40,-2.887573242,Gmouse,activation,3,Dec_29_17,No,40
45,-2.68737793,Gmouse,activation,3,Dec_29_17,No,40
50,-2.528076172,Gmouse,activation,3,Dec_29_17,No,40
55,-2.38861084,Gmouse,activation,3,Dec_29_17,No,40
60,-2.196044922,Gmouse,activation,3,Dec_29_17,No,40
65,-2.037963867,Gmouse,activation,3,Dec_29_17,No,40
70,-1.898803711,Gmouse,activation,3,Dec_29_17,No,40
75,-1.787414551,Gmouse,activation,3,Dec_29_17,No,40
80,-1.651611328,Gmouse,activation,3,Dec_29_17,No,40
85,-1.528015137,Gmouse,activation,3,Dec_29_17,No,40
90,-1.370544434,Gmouse,activation,3,Dec_29_17,No,40
-80,-0.023803711,Gmouse,activation,3,Dec_29_17,Yes,40
-75,-0.02166748,Gmouse,activation,3,Dec_29_17,Yes,40
-70,-0.008239746,Gmouse,activation,3,Dec_29_17,Yes,40
-65,-0.012207031,Gmouse,activation,3,Dec_29_17,Yes,40
-60,-0.034484863,Gmouse,activation,3,Dec_29_17,Yes,40
-55,-0.02166748,Gmouse,activation,3,Dec_29_17,Yes,40
-50,-0.01159668,Gmouse,activation,3,Dec_29_17,Yes,40
-45,-0.023803711,Gmouse,activation,3,Dec_29_17,Yes,40
-40,-0.044250488,Gmouse,activation,3,Dec_29_17,Yes,40
-35,-0.043640137,Gmouse,activation,3,Dec_29_17,Yes,40
-30,-0.07019043,Gmouse,activation,3,Dec_29_17,Yes,40
-25,-0.134277344,Gmouse,activation,3,Dec_29_17,Yes,40
-20,-0.227355957,Gmouse,activation,3,Dec_29_17,Yes,40
-15,-0.89263916,Gmouse,activation,3,Dec_29_17,Yes,40
-10,-3.423156738,Gmouse,activation,3,Dec_29_17,Yes,40
-5,-3.816833496,Gmouse,activation,3,Dec_29_17,Yes,40
0,-3.837890625,Gmouse,activation,3,Dec_29_17,Yes,40
5,-3.742675781,Gmouse,activation,3,Dec_29_17,Yes,40
10,-3.573913574,Gmouse,activation,3,Dec_29_17,Yes,40
15,-3.408508301,Gmouse,activation,3,Dec_29_17,Yes,40
20,-3.210449219,Gmouse,activation,3,Dec_29_17,Yes,40
25,-2.995605469,Gmouse,activation,3,Dec_29_17,Yes,40
30,-2.815551758,Gmouse,activation,3,Dec_29_17,Yes,40
35,-2.633666992,Gmouse,activation,3,Dec_29_17,Yes,40
40,-2.475280762,Gmouse,activation,3,Dec_29_17,Yes,40
45,-2.255859375,Gmouse,activation,3,Dec_29_17,Yes,40
50,-2.12890625,Gmouse,activation,3,Dec_29_17,Yes,40
55,-1.982421875,Gmouse,activation,3,Dec_29_17,Yes,40
60,-1.839904785,Gmouse,activation,3,Dec_29_17,Yes,40
65,-1.676025391,Gmouse,activation,3,Dec_29_17,Yes,40
70,-1.581726074,Gmouse,activation,3,Dec_29_17,Yes,40
75,-1.430358887,Gmouse,activation,3,Dec_29_17,Yes,40
80,-1.307373047,Gmouse,activation,3,Dec_29_17,Yes,40
85,-1.190185547,Gmouse,activation,3,Dec_29_17,Yes,40
90,-1.04309082,Gmouse,activation,3,Dec_29_17,Yes,40
-80,-0.005493164,Gmouse,activation,3,Dec_29_17,Late,40
-75,-0.036621094,Gmouse,activation,3,Dec_29_17,Late,40
-70,-0.030822754,Gmouse,activation,3,Dec_29_17,Late,40
-65,-0.030517578,Gmouse,activation,3,Dec_29_17,Late,40
-60,-0.020141602,Gmouse,activation,3,Dec_29_17,Late,40
-55,-0.038757324,Gmouse,activation,3,Dec_29_17,Late,40
-50,-0.061035156,Gmouse,activation,3,Dec_29_17,Late,40
-45,-0.049133301,Gmouse,activation,3,Dec_29_17,Late,40
-40,-0.072021484,Gmouse,activation,3,Dec_29_17,Late,40
-35,-0.099487305,Gmouse,activation,3,Dec_29_17,Late,40
-30,-0.129394531,Gmouse,activation,3,Dec_29_17,Late,40
-25,-0.205383301,Gmouse,activation,3,Dec_29_17,Late,40
-20,-0.329589844,Gmouse,activation,3,Dec_29_17,Late,40
-15,-1.319580078,Gmouse,activation,3,Dec_29_17,Late,40
-10,-3.41583252,Gmouse,activation,3,Dec_29_17,Late,40
-5,-3.71673584,Gmouse,activation,3,Dec_29_17,Late,40
0,-3.742980957,Gmouse,activation,3,Dec_29_17,Late,40
5,-3.637084961,Gmouse,activation,3,Dec_29_17,Late,40
10,-3.474121094,Gmouse,activation,3,Dec_29_17,Late,40
15,-3.30657959,Gmouse,activation,3,Dec_29_17,Late,40
20,-3.09173584,Gmouse,activation,3,Dec_29_17,Late,40
25,-2.883300781,Gmouse,activation,3,Dec_29_17,Late,40
30,-2.697753906,Gmouse,activation,3,Dec_29_17,Late,40
35,-2.486877441,Gmouse,activation,3,Dec_29_17,Late,40
40,-2.335510254,Gmouse,activation,3,Dec_29_17,Late,40
45,-2.174072266,Gmouse,activation,3,Dec_29_17,Late,40
50,-2.010192871,Gmouse,activation,3,Dec_29_17,Late,40
55,-1.865234375,Gmouse,activation,3,Dec_29_17,Late,40
60,-1.717529297,Gmouse,activation,3,Dec_29_17,Late,40
65,-1.585693359,Gmouse,activation,3,Dec_29_17,Late,40
70,-1.473999023,Gmouse,activation,3,Dec_29_17,Late,40
75,-1.331787109,Gmouse,activation,3,Dec_29_17,Late,40
80,-1.214599609,Gmouse,activation,3,Dec_29_17,Late,40
